date,category,region,units_sold,revenue
2025-09-16,Clothing,West,3,63.34
2025-09-16,Clothing,North,3,46.23
2025-09-16,Electronics,East,4,209.21
2025-09-16,Home & Garden,East,3,59.03
2025-09-16,Clothing,West,1,53.59
2025-09-16,Electronics,East,3,246.66
2025-09-16,Home & Garden,West,2,57.17
2025-09-16,Electronics,North,2,205.94
2025-09-16,Sports,West,3,84.45
2025-09-16,Clothing,South,3,42.06
2025-09-16,Clothing,North,3,45.88
2025-09-16,Electronics,East,2,208.36
2025-09-16,Electronics,West,1,192.75
2025-09-16,Clothing,East,1,53.2
2025-09-16,Electronics,East,4,172.25
2025-09-16,Clothing,North,3,42.81
2025-09-16,Electronics,West,3,231.24
2025-09-17,Home & Garden,West,3,65.81
2025-09-17,Electronics,East,2,173.28
2025-09-17,Sports,East,2,55.08
2025-09-17,Home & Garden,East,3,65.85
2025-09-17,Sports,West,4,71.12
2025-09-17,Sports,East,2,66.14
2025-09-17,Clothing,West,4,50.75
2025-09-17,Electronics,North,4,186.84
2025-09-17,Books,West,2,13.78
2025-09-17,Sports,West,3,62.5
2025-09-17,Sports,South,4,60.42
2025-09-17,Books,West,1,18.92
2025-09-17,Home & Garden,West,2,57.75
2025-09-17,Home & Garden,North,2,76.85
2025-09-17,Electronics,North,3,198.53
2025-09-17,Electronics,East,1,161.35
2025-09-17,Electronics,North,4,212.04
2025-09-17,Home & Garden,East,3,44.35
2025-09-17,Clothing,North,4,49.11
2025-09-17,Electronics,North,3,201.42
2025-09-17,Electronics,West,3,200.86
2025-09-17,Sports,East,1,83.8
2025-09-17,Clothing,West,3,36.48
2025-09-17,Clothing,South,3,58.42
2025-09-17,Clothing,North,2,50.84
2025-09-17,Electronics,West,4,202.01
2025-09-17,Home & Garden,South,3,64.21
2025-09-17,Electronics,West,2,160.71
2025-09-17,Books,South,2,23.45
2025-09-17,Home & Garden,South,2,53.94
2025-09-18,Clothing,West,4,43.08
2025-09-18,Electronics,South,2,186.86
2025-09-18,Home & Garden,South,3,68.85
2025-09-18,Clothing,South,4,48.62
2025-09-18,Home & Garden,South,2,76.61
2025-09-18,Home & Garden,South,2,60.1
2025-09-18,Books,East,4,21.73
2025-09-18,Electronics,South,2,208.83
2025-09-18,Electronics,East,1,146.0
2025-09-18,Electronics,South,1,214.67
2025-09-18,Home & Garden,East,1,66.21
2025-09-18,Electronics,North,3,146.03
2025-09-18,Home & Garden,West,4,69.25
2025-09-18,Clothing,West,3,38.05
2025-09-18,Electronics,North,2,199.29
2025-09-18,Electronics,East,2,181.24
2025-09-18,Clothing,North,2,48.95
2025-09-18,Sports,East,2,77.57
2025-09-18,Home & Garden,East,3,77.67
2025-09-18,Sports,South,4,86.88
2025-09-18,Sports,South,4,71.09
2025-09-18,Electronics,South,1,213.17
2025-09-18,Electronics,North,3,191.07
2025-09-18,Home & Garden,West,1,76.2
2025-09-19,Clothing,East,1,50.96
2025-09-19,Clothing,South,3,41.34
2025-09-19,Home & Garden,North,2,71.81
2025-09-19,Electronics,West,1,218.61
2025-09-19,Sports,West,4,86.48
2025-09-19,Electronics,South,2,201.3
2025-09-19,Sports,North,2,54.96
2025-09-19,Electronics,North,4,182.85
2025-09-19,Clothing,East,4,55.7
2025-09-19,Electronics,East,2,212.12
2025-09-19,Sports,South,2,90.46
2025-09-19,Electronics,North,1,173.55
2025-09-19,Home & Garden,South,1,63.57
2025-09-19,Clothing,South,3,53.08
2025-09-19,Electronics,North,3,100.07
2025-09-19,Electronics,East,4,180.93
2025-09-19,Sports,South,3,59.13
2025-09-19,Sports,East,2,78.13
2025-09-19,Home & Garden,North,2,64.44
2025-09-19,Sports,South,2,81.3
2025-09-19,Books,South,1,18.65
2025-09-19,Sports,South,4,82.72
2025-09-19,Home & Garden,West,3,69.65
2025-09-19,Sports,South,1,94.42
2025-09-19,Clothing,West,1,61.08
2025-09-19,Electronics,East,4,172.36
2025-09-19,Clothing,West,1,51.28
2025-09-19,Home & Garden,North,4,65.97
2025-09-19,Sports,South,3,77.32
2025-09-20,Home & Garden,West,3,64.25
2025-09-20,Clothing,North,1,42.44
2025-09-20,Home & Garden,West,3,70.14
2025-09-20,Home & Garden,West,2,57.91
2025-09-20,Electronics,South,2,211.04
2025-09-20,Home & Garden,South,2,59.87
2025-09-20,Clothing,West,2,39.21
2025-09-20,Home & Garden,South,1,73.99
2025-09-20,Electronics,South,3,194.32
2025-09-20,Clothing,South,3,43.22
2025-09-20,Home & Garden,East,3,63.1
2025-09-20,Sports,West,4,59.53
2025-09-20,Home & Garden,North,1,60.27
2025-09-20,Clothing,West,4,34.01
2025-09-20,Books,West,3,20.9
2025-09-20,Sports,North,1,66.87
2025-09-20,Home & Garden,North,4,72.46
2025-09-20,Sports,East,2,66.87
2025-09-20,Clothing,North,2,63.24
2025-09-20,Clothing,South,2,40.66
2025-09-20,Electronics,West,1,208.49
2025-09-20,Clothing,East,1,56.14
2025-09-20,Sports,North,1,65.18
2025-09-20,Electronics,West,2,162.63
2025-09-20,Home & Garden,North,3,62.63
2025-09-20,Electronics,North,3,191.13
2025-09-20,Home & Garden,East,1,60.8
2025-09-20,Clothing,West,4,50.11
2025-09-20,Home & Garden,South,3,77.07
2025-09-20,Clothing,West,4,63.73
2025-09-20,Books,East,2,21.93
2025-09-20,Clothing,East,4,48.71
2025-09-20,Electronics,North,2,139.44
2025-09-20,Books,South,2,16.46
2025-09-20,Home & Garden,North,1,75.72
2025-09-21,Books,East,1,20.09
2025-09-21,Books,West,3,23.62
2025-09-21,Home & Garden,West,1,69.6
2025-09-21,Electronics,South,4,192.8
2025-09-21,Home & Garden,South,2,68.51
2025-09-21,Books,West,2,21.18
2025-09-21,Electronics,South,4,212.2
2025-09-21,Electronics,West,3,223.55
2025-09-21,Clothing,West,2,63.47
2025-09-21,Sports,West,2,57.85
2025-09-21,Sports,West,3,72.08
2025-09-21,Sports,North,1,88.46
2025-09-21,Home & Garden,East,1,53.86
2025-09-21,Sports,North,1,71.09
2025-09-21,Books,West,4,19.52
2025-09-21,Electronics,East,4,191.18
2025-09-21,Electronics,South,2,183.23
2025-09-21,Home & Garden,North,3,67.77
2025-09-21,Clothing,North,3,59.5
2025-09-21,Sports,North,1,66.84
2025-09-21,Home & Garden,South,3,67.25
2025-09-21,Books,West,2,19.04
2025-09-21,Sports,East,4,80.27
2025-09-21,Electronics,South,2,169.43
2025-09-21,Clothing,North,3,50.15
2025-09-21,Clothing,West,4,58.6
2025-09-21,Electronics,North,4,213.22
2025-09-21,Electronics,East,1,180.31
2025-09-21,Clothing,South,3,51.17
2025-09-21,Clothing,West,1,43.38
2025-09-21,Books,South,3,14.96
2025-09-21,Sports,West,1,86.85
2025-09-21,Books,West,1,17.1
2025-09-21,Clothing,North,3,33.96
2025-09-21,Electronics,South,3,178.57
2025-09-22,Electronics,West,2,185.05
2025-09-22,Electronics,East,2,193.83
2025-09-22,Home & Garden,North,4,59.88
2025-09-22,Electronics,South,2,166.54
2025-09-22,Sports,North,2,63.45
2025-09-22,Electronics,North,2,185.29
2025-09-22,Home & Garden,North,3,67.97
2025-09-22,Sports,West,2,65.77
2025-09-22,Electronics,North,1,189.83
2025-09-22,Electronics,East,3,232.38
2025-09-22,Clothing,North,3,49.36
2025-09-22,Home & Garden,West,3,78.91
2025-09-22,Clothing,South,2,43.79
2025-09-22,Home & Garden,South,2,75.95
2025-09-22,Clothing,North,3,55.73
2025-09-22,Books,East,4,24.22
2025-09-22,Home & Garden,West,3,53.95
2025-09-22,Electronics,East,2,211.66
2025-09-22,Electronics,East,4,232.11
2025-09-22,Home & Garden,West,2,61.6
2025-09-22,Books,North,4,21.79
2025-09-22,Electronics,East,4,260.73
2025-09-22,Sports,South,2,65.96
2025-09-22,Home & Garden,West,1,72.49
2025-09-22,Home & Garden,South,3,79.94
2025-09-22,Sports,East,3,80.97
2025-09-22,Home & Garden,West,2,53.63
2025-09-22,Electronics,South,2,144.13
2025-09-22,Home & Garden,North,2,63.9
2025-09-23,Books,South,4,17.44
2025-09-23,Home & Garden,North,1,56.15
2025-09-23,Electronics,South,4,169.55
2025-09-23,Clothing,East,4,54.72
2025-09-23,Electronics,East,2,228.37
2025-09-23,Clothing,North,2,47.74
2025-09-23,Sports,South,1,85.64
2025-09-23,Home & Garden,South,1,74.55
2025-09-23,Clothing,West,3,42.19
2025-09-23,Sports,East,3,63.82
2025-09-23,Sports,North,3,105.48
2025-09-23,Sports,West,2,80.59
2025-09-23,Home & Garden,West,2,46.97
2025-09-23,Electronics,North,4,198.27
2025-09-23,Books,East,4,20.65
2025-09-23,Sports,North,3,70.25
2025-09-23,Books,North,4,12.13
2025-09-23,Sports,East,1,66.65
2025-09-23,Clothing,West,1,54.87
2025-09-23,Clothing,North,1,46.19
2025-09-23,Sports,South,2,85.07
2025-09-23,Electronics,West,2,175.14
2025-09-23,Electronics,South,2,207.95
2025-09-23,Sports,South,3,89.25
2025-09-23,Sports,North,4,59.86
2025-09-23,Home & Garden,South,1,74.15
2025-09-23,Electronics,South,3,206.36
2025-09-23,Books,East,2,18.48
2025-09-23,Electronics,West,1,228.7
2025-09-23,Books,South,1,19.38
2025-09-23,Home & Garden,West,3,78.01
2025-09-23,Books,North,1,17.13
2025-09-23,Electronics,North,4,198.86
2025-09-24,Clothing,East,4,57.46
2025-09-24,Electronics,West,3,153.07
2025-09-24,Electronics,South,4,191.3
2025-09-24,Electronics,North,1,206.11
2025-09-24,Clothing,North,2,48.12
2025-09-24,Electronics,East,2,172.43
2025-09-24,Books,East,3,23.99
2025-09-24,Books,South,1,15.84
2025-09-24,Electronics,West,2,179.97
2025-09-24,Sports,North,4,76.49
2025-09-24,Clothing,North,1,52.28
2025-09-24,Clothing,East,1,50.87
2025-09-24,Electronics,West,1,200.13
2025-09-24,Electronics,South,2,172.57
2025-09-24,Electronics,East,3,196.42
2025-09-24,Electronics,North,1,202.67
2025-09-24,Electronics,East,2,168.49
2025-09-24,Sports,West,1,83.34
2025-09-24,Clothing,North,1,42.23
2025-09-24,Home & Garden,West,4,59.25
2025-09-24,Sports,North,3,65.43
2025-09-24,Electronics,West,4,188.91
2025-09-24,Clothing,North,1,52.76
2025-09-24,Electronics,South,3,173.62
2025-09-25,Clothing,North,1,42.37
2025-09-25,Electronics,South,2,213.75
2025-09-25,Clothing,South,1,54.85
2025-09-25,Sports,North,2,50.17
2025-09-25,Clothing,South,3,45.72
2025-09-25,Clothing,East,1,50.07
2025-09-25,Electronics,East,2,244.18
2025-09-25,Electronics,East,1,172.32
2025-09-25,Electronics,South,1,142.21
2025-09-25,Books,South,3,22.9
2025-09-25,Sports,North,3,63.59
2025-09-25,Clothing,West,4,37.0
2025-09-25,Electronics,West,1,248.48
2025-09-25,Clothing,West,4,47.14
2025-09-25,Sports,South,3,78.54
2025-09-25,Clothing,North,2,52.71
2025-09-25,Electronics,East,2,222.11
2025-09-25,Electronics,West,4,230.89
2025-09-25,Sports,North,1,87.33
2025-09-25,Sports,West,4,71.72
2025-09-25,Clothing,West,2,54.67
2025-09-25,Sports,East,1,78.52
2025-09-26,Electronics,West,3,216.86
2025-09-26,Home & Garden,North,1,66.15
2025-09-26,Sports,South,4,74.76
2025-09-26,Home & Garden,North,4,68.26
2025-09-26,Electronics,North,3,176.17
2025-09-26,Home & Garden,West,1,72.23
2025-09-26,Books,West,1,19.99
2025-09-26,Books,East,3,18.94
2025-09-26,Home & Garden,West,4,72.94
2025-09-26,Clothing,West,3,44.71
2025-09-26,Sports,East,2,81.84
2025-09-26,Electronics,West,1,120.19
2025-09-26,Clothing,West,1,42.81
2025-09-26,Home & Garden,East,3,55.07
2025-09-26,Clothing,East,2,45.13
2025-09-26,Home & Garden,South,4,50.07
2025-09-26,Electronics,South,4,201.8
2025-09-26,Sports,North,4,78.96
2025-09-26,Books,East,2,21.73
2025-09-26,Electronics,East,3,206.42
2025-09-26,Sports,South,4,60.68
2025-09-26,Clothing,South,1,58.89
2025-09-26,Clothing,East,1,48.6
2025-09-26,Electronics,West,3,168.03
2025-09-26,Electronics,East,2,219.33
2025-09-26,Clothing,North,2,48.55
2025-09-26,Electronics,North,3,171.22
2025-09-26,Electronics,South,1,189.27
2025-09-26,Sports,South,3,85.51
2025-09-27,Home & Garden,South,2,73.01
2025-09-27,Clothing,East,4,54.19
2025-09-27,Clothing,West,3,43.89
2025-09-27,Sports,East,2,78.51
2025-09-27,Clothing,West,1,41.46
2025-09-27,Sports,North,3,74.0
2025-09-27,Home & Garden,East,3,60.65
2025-09-27,Clothing,North,2,49.2
2025-09-27,Sports,North,3,76.99
2025-09-27,Home & Garden,South,2,54.21
2025-09-27,Sports,North,4,94.81
2025-09-27,Clothing,East,4,50.9
2025-09-27,Electronics,North,1,220.94
2025-09-27,Home & Garden,North,1,62.01
2025-09-27,Sports,West,4,75.49
2025-09-27,Sports,North,3,61.16
2025-09-27,Home & Garden,South,4,67.81
2025-09-27,Clothing,East,2,52.06
2025-09-27,Home & Garden,West,1,55.1
2025-09-27,Home & Garden,North,1,63.88
2025-09-27,Clothing,South,4,44.98
2025-09-27,Electronics,West,2,223.3
2025-09-27,Electronics,West,3,250.56
2025-09-27,Home & Garden,South,1,82.99
2025-09-27,Electronics,North,4,213.92
2025-09-27,Electronics,South,1,132.91
2025-09-27,Clothing,East,3,50.41
2025-09-27,Sports,West,1,82.94
2025-09-27,Sports,West,1,74.8
2025-09-27,Clothing,East,1,46.15
2025-09-28,Electronics,South,4,213.16
2025-09-28,Clothing,South,3,60.07
2025-09-28,Home & Garden,South,2,66.56
2025-09-28,Clothing,South,3,46.45
2025-09-28,Electronics,East,4,259.0
2025-09-28,Clothing,East,1,47.39
2025-09-28,Electronics,East,3,202.71
2025-09-28,Books,East,1,20.56
2025-09-28,Clothing,South,3,37.18
2025-09-28,Clothing,South,2,43.27
2025-09-28,Clothing,North,3,48.0
2025-09-28,Home & Garden,West,4,54.92
2025-09-28,Sports,East,1,81.78
2025-09-28,Home & Garden,West,3,72.52
2025-09-28,Electronics,South,2,193.28
2025-09-28,Electronics,South,3,197.48
2025-09-28,Books,North,3,18.58
2025-09-28,Sports,North,3,72.32
2025-09-28,Clothing,East,3,57.74
2025-09-28,Sports,North,2,75.42
2025-09-28,Electronics,West,2,177.51
2025-09-28,Clothing,South,2,46.36
2025-09-28,Books,West,1,19.77
2025-09-28,Clothing,West,3,46.17
2025-09-28,Clothing,South,1,44.78
2025-09-28,Sports,North,1,68.65
2025-09-28,Clothing,West,3,50.4
2025-09-28,Electronics,West,2,214.98
2025-09-28,Books,East,1,18.45
2025-09-28,Sports,West,1,65.37
2025-09-28,Electronics,South,4,158.41
2025-09-28,Home & Garden,North,4,76.15
2025-09-29,Home & Garden,South,2,63.99
2025-09-29,Electronics,East,2,198.45
2025-09-29,Clothing,South,2,55.74
2025-09-29,Electronics,North,4,172.54
2025-09-29,Sports,West,4,88.48
2025-09-29,Electronics,South,3,169.47
2025-09-29,Clothing,North,2,39.88
2025-09-29,Electronics,North,2,181.21
2025-09-29,Clothing,East,2,53.29
2025-09-29,Electronics,North,4,171.85
2025-09-29,Clothing,East,4,47.8
2025-09-29,Home & Garden,South,3,63.73
2025-09-29,Clothing,East,1,44.58
2025-09-29,Clothing,East,1,46.51
2025-09-29,Electronics,West,2,262.09
2025-09-29,Sports,South,3,84.35
2025-09-29,Home & Garden,East,1,79.52
2025-09-29,Clothing,South,1,49.96
2025-09-29,Electronics,West,2,190.98
2025-09-29,Home & Garden,North,2,52.5
2025-09-29,Electronics,West,3,228.85
2025-09-29,Electronics,West,2,187.66
2025-09-29,Electronics,East,2,165.05
2025-09-29,Home & Garden,South,4,51.23
2025-09-29,Home & Garden,South,2,52.85
2025-09-29,Clothing,East,4,48.96
2025-09-29,Electronics,South,1,177.16
2025-09-29,Sports,East,2,80.5
2025-09-29,Clothing,East,4,47.97
2025-09-29,Electronics,South,2,186.31
2025-09-29,Sports,East,3,79.91
2025-09-29,Sports,West,2,79.77
2025-09-29,Sports,East,3,79.57
2025-09-29,Home & Garden,West,3,53.46
2025-09-29,Home & Garden,East,1,69.32
2025-09-29,Electronics,East,2,223.17
2025-09-29,Home & Garden,South,3,76.78
2025-09-29,Clothing,West,2,66.42
2025-09-30,Clothing,North,2,47.91
2025-09-30,Books,South,1,17.58
2025-09-30,Clothing,East,1,52.42
2025-09-30,Electronics,East,3,115.07
2025-09-30,Clothing,South,2,47.23
2025-09-30,Books,North,1,17.53
2025-09-30,Electronics,South,3,190.72
2025-09-30,Books,East,4,19.86
2025-09-30,Electronics,South,1,197.47
2025-09-30,Books,East,2,23.63
2025-09-30,Clothing,South,4,39.28
2025-09-30,Home & Garden,East,4,66.57
2025-09-30,Home & Garden,South,2,74.63
2025-09-30,Home & Garden,North,3,45.84
2025-09-30,Electronics,East,3,164.48
2025-09-30,Sports,North,2,52.81
2025-09-30,Electronics,West,2,196.02
2025-09-30,Clothing,West,1,48.93
2025-09-30,Electronics,North,3,181.25
2025-09-30,Home & Garden,East,2,58.85
2025-09-30,Books,West,2,19.96
2025-09-30,Clothing,South,4,35.01
2025-09-30,Sports,North,4,70.52
2025-09-30,Home & Garden,South,2,50.07
2025-09-30,Home & Garden,East,3,64.06
2025-09-30,Home & Garden,East,1,72.78
2025-09-30,Home & Garden,South,4,67.14
2025-09-30,Books,West,1,22.69
2025-09-30,Electronics,East,4,242.61
2025-10-01,Electronics,West,3,239.31
2025-10-01,Clothing,North,3,50.1
2025-10-01,Clothing,North,1,48.53
2025-10-01,Books,East,1,17.93
2025-10-01,Clothing,South,2,48.48
2025-10-01,Clothing,East,3,49.97
2025-10-01,Sports,West,1,85.57
2025-10-01,Electronics,North,1,224.04
2025-10-01,Clothing,North,1,46.05
2025-10-01,Electronics,West,3,232.65
2025-10-01,Books,South,1,14.46
2025-10-01,Books,South,4,18.16
2025-10-01,Home & Garden,North,4,59.03
2025-10-01,Clothing,East,3,43.27
2025-10-01,Clothing,North,1,39.39
2025-10-01,Clothing,North,2,55.76
2025-10-01,Clothing,North,2,46.01
2025-10-01,Home & Garden,South,3,60.62
2025-10-01,Electronics,East,2,204.54
2025-10-01,Sports,West,3,75.77
2025-10-01,Books,North,2,21.17
2025-10-02,Electronics,North,2,200.71
2025-10-02,Sports,North,3,65.87
2025-10-02,Clothing,East,4,53.0
2025-10-02,Clothing,East,3,44.13
2025-10-02,Home & Garden,East,1,49.47
2025-10-02,Home & Garden,South,2,53.79
2025-10-02,Electronics,South,1,217.93
2025-10-02,Home & Garden,West,1,73.47
2025-10-02,Sports,West,3,77.64
2025-10-02,Home & Garden,South,3,82.11
2025-10-02,Clothing,East,1,48.71
2025-10-02,Clothing,West,3,44.26
2025-10-02,Home & Garden,West,2,73.65
2025-10-02,Electronics,North,2,146.24
2025-10-02,Home & Garden,South,4,74.17
2025-10-02,Electronics,South,3,162.05
2025-10-02,Electronics,East,3,169.3
2025-10-02,Home & Garden,West,3,80.08
2025-10-02,Clothing,North,3,48.7
2025-10-02,Home & Garden,South,2,75.36
2025-10-02,Electronics,North,1,142.88
2025-10-02,Electronics,North,2,212.5
2025-10-02,Home & Garden,West,4,57.06
2025-10-02,Home & Garden,East,3,72.69
2025-10-03,Clothing,South,2,49.98
2025-10-03,Books,South,3,22.0
2025-10-03,Books,North,1,22.65
2025-10-03,Electronics,West,4,217.93
2025-10-03,Sports,South,3,72.71
2025-10-03,Home & Garden,East,1,71.32
2025-10-03,Home & Garden,West,3,76.01
2025-10-03,Sports,West,3,77.81
2025-10-03,Home & Garden,East,2,70.98
2025-10-03,Electronics,West,3,168.42
2025-10-03,Electronics,South,1,214.11
2025-10-03,Clothing,South,3,52.39
2025-10-03,Home & Garden,South,3,56.97
2025-10-03,Sports,West,4,50.7
2025-10-03,Sports,West,4,58.81
2025-10-03,Clothing,West,3,50.87
2025-10-03,Home & Garden,South,4,61.21
2025-10-03,Electronics,South,2,210.42
2025-10-03,Home & Garden,East,3,63.85
2025-10-03,Home & Garden,East,1,56.65
2025-10-03,Electronics,South,2,200.89
2025-10-03,Electronics,South,4,189.33
2025-10-03,Electronics,West,2,165.95
2025-10-03,Electronics,South,4,198.32
2025-10-04,Clothing,West,1,51.58
2025-10-04,Electronics,West,3,218.65
2025-10-04,Home & Garden,South,3,63.15
2025-10-04,Sports,South,3,74.55
2025-10-04,Home & Garden,West,3,64.51
2025-10-04,Home & Garden,West,4,84.9
2025-10-04,Electronics,West,1,198.91
2025-10-04,Electronics,North,3,179.82
2025-10-04,Home & Garden,West,2,56.7
2025-10-04,Electronics,West,4,208.13
2025-10-04,Clothing,West,4,52.74
2025-10-04,Electronics,South,1,161.65
2025-10-04,Electronics,East,1,188.34
2025-10-04,Clothing,South,4,50.14
2025-10-04,Electronics,South,4,179.12
2025-10-04,Clothing,East,1,50.34
2025-10-04,Sports,West,4,76.08
2025-10-04,Clothing,North,3,43.18
2025-10-04,Clothing,West,1,59.86
2025-10-04,Electronics,South,3,168.7
2025-10-04,Sports,North,1,87.93
2025-10-04,Electronics,West,2,193.98
2025-10-05,Home & Garden,West,2,89.55
2025-10-05,Sports,East,4,79.36
2025-10-05,Clothing,East,2,43.62
2025-10-05,Electronics,East,4,198.14
2025-10-05,Clothing,South,4,47.13
2025-10-05,Electronics,South,3,155.77
2025-10-05,Electronics,South,1,196.96
2025-10-05,Sports,South,4,81.96
2025-10-05,Home & Garden,East,1,86.89
2025-10-05,Sports,South,4,96.78
2025-10-05,Electronics,West,3,228.44
2025-10-05,Home & Garden,North,1,62.42
2025-10-05,Home & Garden,North,4,77.88
2025-10-05,Sports,North,1,70.83
2025-10-05,Home & Garden,East,1,60.46
2025-10-05,Electronics,West,4,230.47
2025-10-05,Electronics,North,3,165.61
2025-10-05,Electronics,South,3,192.74
2025-10-05,Sports,South,1,78.99
2025-10-05,Electronics,South,1,177.27
2025-10-05,Electronics,East,2,155.8
2025-10-05,Clothing,West,2,49.06
2025-10-05,Books,East,4,12.26
2025-10-05,Electronics,North,4,218.24
2025-10-05,Electronics,North,3,156.39
2025-10-05,Electronics,East,2,208.47
2025-10-05,Electronics,West,2,234.18
2025-10-05,Sports,East,3,89.95
2025-10-05,Clothing,South,2,52.99
2025-10-05,Electronics,South,1,195.68
2025-10-05,Clothing,East,3,54.07
2025-10-05,Home & Garden,East,4,36.3
2025-10-05,Home & Garden,North,4,63.71
2025-10-05,Home & Garden,East,1,60.15
2025-10-05,Home & Garden,North,4,69.95
2025-10-06,Electronics,West,3,216.86
2025-10-06,Electronics,South,2,188.47
2025-10-06,Home & Garden,South,1,65.21
2025-10-06,Electronics,South,2,148.48
2025-10-06,Electronics,East,1,244.79
2025-10-06,Clothing,South,3,49.6
2025-10-06,Clothing,East,1,46.94
2025-10-06,Home & Garden,North,2,60.18
2025-10-06,Clothing,West,1,54.09
2025-10-06,Sports,South,2,69.13
2025-10-06,Electronics,South,3,206.03
2025-10-06,Books,East,4,18.43
2025-10-06,Electronics,South,4,270.3
2025-10-06,Electronics,South,1,162.5
2025-10-06,Sports,North,3,51.07
2025-10-06,Clothing,South,3,47.18
2025-10-06,Sports,East,2,64.96
2025-10-06,Sports,South,4,80.61
2025-10-06,Home & Garden,West,4,47.6
2025-10-06,Home & Garden,East,2,71.32
2025-10-06,Home & Garden,West,2,62.4
2025-10-06,Home & Garden,West,4,35.56
2025-10-07,Electronics,South,4,202.3
2025-10-07,Electronics,West,2,208.04
2025-10-07,Books,East,1,22.13
2025-10-07,Clothing,West,4,47.17
2025-10-07,Sports,South,1,88.7
2025-10-07,Clothing,West,4,50.03
2025-10-07,Books,West,2,14.03
2025-10-07,Clothing,North,2,53.1
2025-10-07,Sports,North,4,49.3
2025-10-07,Sports,South,2,89.48
2025-10-07,Electronics,West,3,169.95
2025-10-07,Clothing,North,2,63.33
2025-10-07,Sports,East,2,79.18
2025-10-07,Clothing,North,2,54.71
2025-10-07,Electronics,West,1,184.4
2025-10-07,Clothing,West,2,43.7
2025-10-07,Electronics,East,4,229.57
2025-10-07,Sports,West,3,63.47
2025-10-07,Sports,North,3,53.89
2025-10-07,Electronics,North,3,209.78
2025-10-07,Clothing,South,4,46.66
2025-10-07,Electronics,North,1,184.34
2025-10-07,Electronics,East,1,155.26
2025-10-07,Clothing,West,4,43.01
2025-10-07,Electronics,South,4,184.24
2025-10-07,Electronics,North,2,152.98
2025-10-07,Home & Garden,East,4,63.99
2025-10-07,Electronics,East,1,200.85
2025-10-07,Clothing,North,3,43.04
2025-10-07,Clothing,West,1,55.72
2025-10-07,Electronics,West,3,164.23
2025-10-07,Home & Garden,West,2,72.24
2025-10-07,Electronics,North,2,194.2
2025-10-07,Electronics,North,1,146.04
2025-10-07,Home & Garden,West,2,51.05
2025-10-07,Electronics,North,1,192.85
2025-10-07,Electronics,West,4,175.34
2025-10-07,Clothing,South,2,57.14
2025-10-08,Electronics,West,3,189.43
2025-10-08,Clothing,West,1,42.71
2025-10-08,Clothing,East,3,49.08
2025-10-08,Electronics,West,2,164.07
2025-10-08,Electronics,North,2,164.56
2025-10-08,Electronics,North,2,184.07
2025-10-08,Electronics,West,4,189.28
2025-10-08,Clothing,East,2,48.18
2025-10-08,Books,South,1,17.29
2025-10-08,Clothing,West,3,52.71
2025-10-08,Home & Garden,West,1,69.22
2025-10-08,Electronics,North,2,228.41
2025-10-08,Home & Garden,South,2,66.77
2025-10-08,Sports,East,2,57.61
2025-10-08,Clothing,South,1,45.68
2025-10-08,Home & Garden,West,2,65.02
2025-10-08,Electronics,West,3,207.33
2025-10-08,Home & Garden,South,4,52.01
2025-10-08,Electronics,South,4,191.21
2025-10-08,Electronics,North,3,202.55
2025-10-08,Clothing,South,3,47.74
2025-10-08,Home & Garden,South,2,60.52
2025-10-08,Books,North,3,23.31
2025-10-08,Clothing,South,1,47.1
2025-10-08,Books,East,4,15.71
2025-10-08,Clothing,East,4,48.75
2025-10-08,Electronics,West,4,182.68
2025-10-08,Electronics,East,1,242.6
2025-10-08,Electronics,North,3,206.51
2025-10-08,Books,East,3,16.38
2025-10-08,Electronics,North,3,170.11
2025-10-08,Sports,North,3,65.11
2025-10-08,Clothing,West,4,46.36
2025-10-09,Electronics,South,2,185.18
2025-10-09,Clothing,West,2,45.95
2025-10-09,Books,North,2,19.56
2025-10-09,Home & Garden,South,2,69.76
2025-10-09,Clothing,West,3,36.35
2025-10-09,Electronics,West,1,209.31
2025-10-09,Electronics,North,2,156.72
2025-10-09,Clothing,South,1,45.91
2025-10-09,Home & Garden,East,4,68.78
2025-10-09,Clothing,South,2,36.86
2025-10-09,Home & Garden,South,4,63.69
2025-10-09,Clothing,North,1,46.81
2025-10-09,Books,North,4,18.96
2025-10-09,Electronics,East,1,220.76
2025-10-09,Electronics,North,4,170.43
2025-10-09,Sports,South,4,78.35
2025-10-09,Home & Garden,East,3,69.1
2025-10-09,Clothing,West,3,36.85
2025-10-10,Home & Garden,West,2,67.7
2025-10-10,Electronics,West,2,201.03
2025-10-10,Home & Garden,North,3,68.03
2025-10-10,Home & Garden,East,1,55.73
2025-10-10,Home & Garden,North,1,75.43
2025-10-10,Clothing,West,2,50.78
2025-10-10,Sports,South,1,74.29
2025-10-10,Home & Garden,East,4,70.8
2025-10-10,Electronics,North,2,234.3
2025-10-10,Home & Garden,North,2,85.23
2025-10-10,Clothing,East,1,57.4
2025-10-10,Books,East,2,18.05
2025-10-10,Home & Garden,West,3,89.22
2025-10-10,Clothing,South,3,50.25
2025-10-10,Sports,South,3,74.06
2025-10-10,Electronics,West,4,192.68
2025-10-10,Clothing,West,1,62.74
2025-10-10,Sports,South,2,67.93
2025-10-10,Clothing,West,3,47.03
2025-10-10,Clothing,East,3,59.36
2025-10-10,Sports,North,3,80.21
2025-10-10,Clothing,South,4,60.31
